campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,new_roas,CTR,Conversion Rate
414231,Referral Program,06/08/2024,Inactive,Social Media,"5,401.00",155.00,43.00,"3,789.27","6,740.85",3.35,1.78,2.87%,27.74%
841866,New User Discount,26/07/2024,Premium,App,"8,624.00",846.00,32.00,"2,783.61","2,399.08",3.35,0.86,9.81%,3.78%
628944,Category Promotion,14/07/2024,New Users,Social Media,"3,131.00",925.00,43.00,"3,146.68","9,853.52",3.35,3.13,29.54%,4.65%
702001,Festival Offer,03/06/2024,New Users,App,"9,906.00",746.00,98.00,"3,766.66","9,983.15",3.35,2.65,7.53%,13.14%
795684,Membership Drive,21/05/2024,New Users,Email,"1,520.00",549.00,11.00,"2,950.59","4,998.41",3.35,1.69,36.12%,2.00%
78977,Category Promotion,23/04/2024,All,Social Media,"2,012.00",134.00,66.00,"3,816.32","3,377.54",3.35,0.89,6.66%,49.25%
841238,Email Campaign,12/03/2024,All,Email,"2,261.00",792.00,12.00,"3,941.71","7,485.64",3.35,1.90,35.03%,1.52%
632134,New User Discount,29/01/2024,Premium,Social Media,"7,199.00",276.00,64.00,"2,569.44","4,358.10",3.35,1.70,3.83%,23.19%
856112,Category Promotion,19/01/2024,Premium,Email,"3,541.00",203.00,92.00,"1,535.59","7,574.02",3.35,4.93,5.73%,45.32%
207011,Weekend Special,04/01/2024,Premium,SMS,"3,841.00",389.00,98.00,"4,848.66","5,918.23",3.35,1.22,10.13%,25.19%
2257,Membership Drive,07/08/2023,All,SMS,"8,313.00",563.00,92.00,"3,118.89","6,790.26",3.35,2.18,6.77%,16.34%
591537,Membership Drive,13/07/2023,Inactive,Social Media,"9,769.00",164.00,86.00,"1,987.75","2,422.76",3.35,1.22,1.68%,52.44%
465432,New User Discount,28/06/2023,Premium,Email,"3,987.00",549.00,64.00,"4,470.49","3,372.47",3.35,0.75,13.77%,11.66%
86995,Flash Sale,03/06/2023,Inactive,App,"6,088.00",781.00,66.00,"4,076.19","9,543.06",3.35,2.34,12.83%,8.45%
379239,Weekend Special,24/05/2023,Premium,App,"5,575.00",194.00,90.00,"4,205.20","5,526.17",3.35,1.31,3.48%,46.39%
370006,Email Campaign,23/03/2023,Inactive,App,"9,564.00",313.00,54.00,"2,459.63","8,632.89",3.35,3.51,3.27%,17.25%
554438,Flash Sale,23/10/2024,All,Social Media,"7,358.00",367.00,41.00,"2,165.36","2,312.68",3.34,1.07,4.99%,11.17%
706963,New User Discount,06/09/2024,All,App,"5,308.00",706.00,56.00,"2,954.25","8,117.02",3.34,2.75,13.30%,7.93%
195392,Membership Drive,20/08/2024,Inactive,App,"2,018.00",621.00,31.00,"1,872.63","7,240.22",3.34,3.87,30.77%,4.99%
396373,Weekend Special,11/08/2024,New Users,Social Media,"4,742.00",102.00,79.00,"3,817.42","9,179.80",3.34,2.40,2.15%,77.45%
71868,Email Campaign,05/08/2024,All,App,"7,001.00",419.00,74.00,"1,305.55","4,501.37",3.34,3.45,5.98%,17.66%
596227,Flash Sale,22/07/2024,New Users,Email,"4,091.00",282.00,27.00,"3,719.26","9,449.68",3.34,2.54,6.89%,9.57%
752217,Membership Drive,18/07/2024,Premium,Email,"9,073.00",750.00,65.00,"1,530.69","8,440.89",3.34,5.51,8.27%,8.67%
274150,Flash Sale,10/07/2024,Premium,SMS,"3,703.00",115.00,43.00,"2,486.13","3,557.85",3.34,1.43,3.11%,37.39%
804688,Referral Program,07/07/2024,New Users,Email,"7,284.00",154.00,16.00,"2,848.33","8,076.66",3.34,2.84,2.11%,10.39%
962131,Email Campaign,06/07/2024,Inactive,Email,"5,284.00",969.00,68.00,"2,809.88","7,560.78",3.34,2.69,18.34%,7.02%
814579,New User Discount,03/07/2024,Premium,SMS,"4,921.00",712.00,97.00,"3,667.84","2,493.24",3.34,0.68,14.47%,13.62%
35694,Festival Offer,11/06/2024,Inactive,App,"2,368.00",640.00,93.00,"3,856.19","7,217.40",3.34,1.87,27.03%,14.53%
967889,Membership Drive,02/05/2024,New Users,App,"7,122.00",430.00,68.00,"4,670.71","2,192.18",3.34,0.47,6.04%,15.81%
576271,New User Discount,30/04/2024,Premium,Email,"6,379.00",670.00,81.00,"3,853.97","8,603.64",3.34,2.23,10.50%,12.09%
699873,Membership Drive,18/04/2024,New Users,SMS,"1,795.00",261.00,42.00,"3,699.09","2,292.58",3.34,0.62,14.54%,16.09%
402445,Festival Offer,04/03/2024,Inactive,Social Media,"2,915.00",622.00,11.00,"4,990.92","4,719.56",3.34,0.95,21.34%,1.77%
23268,Referral Program,26/02/2024,All,SMS,"1,047.00",981.00,92.00,"2,280.38","8,026.94",3.34,3.52,93.70%,9.38%
519640,Email Campaign,26/01/2024,New Users,App,"2,693.00",472.00,56.00,"4,224.12","3,039.56",3.34,0.72,17.53%,11.86%
341195,App Push Notification,21/09/2023,Inactive,Social Media,"2,875.00",840.00,30.00,"1,017.74","7,807.46",3.34,7.67,29.22%,3.57%
538096,New User Discount,16/09/2023,All,SMS,"2,194.00",601.00,44.00,"2,122.59","8,653.61",3.34,4.08,27.39%,7.32%
416177,App Push Notification,10/09/2023,All,SMS,"5,239.00",272.00,24.00,"3,674.11","5,127.94",3.34,1.40,5.19%,8.82%
767837,App Push Notification,12/06/2023,Premium,SMS,"6,348.00",885.00,39.00,"1,757.80","4,216.96",3.34,2.40,13.94%,4.41%
336779,Email Campaign,16/05/2023,New Users,Social Media,"1,436.00",800.00,18.00,"1,213.86","7,146.98",3.34,5.89,55.71%,2.25%
860299,Referral Program,07/05/2023,New Users,Social Media,"3,698.00",856.00,13.00,"1,556.31","6,209.86",3.34,3.99,23.15%,1.52%
730085,Category Promotion,22/04/2023,All,Social Media,"7,079.00",413.00,98.00,"2,924.16","2,414.84",3.34,0.83,5.83%,23.73%
750631,Weekend Special,29/09/2024,New Users,App,"9,566.00",424.00,50.00,"4,495.05","2,810.25",3.33,0.63,4.43%,11.79%
261172,Referral Program,29/08/2024,Premium,Email,"8,368.00",730.00,70.00,"2,215.08","6,530.38",3.33,2.95,8.72%,9.59%
412881,Membership Drive,01/08/2024,Inactive,SMS,"1,133.00",579.00,60.00,"2,998.96","3,848.06",3.33,1.28,51.10%,10.36%
516036,Email Campaign,22/06/2024,New Users,App,"5,904.00",693.00,79.00,"3,829.55","3,327.78",3.33,0.87,11.74%,11.40%
66920,Referral Program,17/06/2024,Inactive,Social Media,"1,844.00",424.00,66.00,"3,701.77","9,927.17",3.33,2.68,22.99%,15.57%
810883,Email Campaign,28/05/2024,New Users,App,"2,925.00",405.00,51.00,"3,047.29","9,304.89",3.33,3.05,13.85%,12.59%
146669,Email Campaign,30/04/2024,All,App,"6,204.00",743.00,46.00,"1,712.03","3,625.30",3.33,2.12,11.98%,6.19%
907380,New User Discount,17/04/2024,Premium,App,"6,029.00",981.00,45.00,"1,841.50","2,434.98",3.33,1.32,16.27%,4.59%
23436,Flash Sale,03/04/2024,Inactive,App,"6,051.00",681.00,29.00,"4,343.26","2,970.99",3.33,0.68,11.25%,4.26%
843128,New User Discount,08/03/2024,New Users,App,"4,696.00",503.00,25.00,"3,143.04","2,285.83",3.33,0.73,10.71%,4.97%
613617,Membership Drive,08/03/2024,Premium,Social Media,"7,542.00",770.00,26.00,"3,375.29","9,514.86",3.33,2.82,10.21%,3.38%
710286,App Push Notification,04/02/2024,All,App,"9,913.00",677.00,15.00,"3,678.35","4,072.89",3.33,1.11,6.83%,2.22%
250530,Flash Sale,03/01/2024,New Users,Email,"2,212.00",267.00,96.00,"3,401.14","5,041.08",3.33,1.48,12.07%,35.96%
904757,Membership Drive,03/01/2024,Inactive,Social Media,"2,617.00",442.00,94.00,"1,643.99","6,545.12",3.33,3.98,16.89%,21.27%
530023,Weekend Special,08/12/2023,All,App,"7,202.00",219.00,23.00,"4,676.88","6,531.53",3.33,1.40,3.04%,10.50%
843879,App Push Notification,06/12/2023,New Users,Social Media,"8,502.00",996.00,97.00,"1,018.26","5,106.53",3.33,5.01,11.71%,9.74%
196080,Weekend Special,25/11/2023,All,Email,"7,965.00",325.00,20.00,"4,363.79","4,283.05",3.33,0.98,4.08%,6.15%
350821,Festival Offer,17/11/2023,All,Social Media,"2,629.00",335.00,97.00,"4,437.07","2,168.90",3.33,0.49,12.74%,28.96%
655982,Festival Offer,09/09/2023,New Users,Email,"2,999.00",655.00,71.00,"3,307.38","9,749.16",3.33,2.95,21.84%,10.84%
812201,Referral Program,09/08/2023,Premium,Social Media,"6,501.00",948.00,62.00,"4,170.25","8,293.45",3.33,1.99,14.58%,6.54%
608714,App Push Notification,20/07/2023,Premium,Social Media,"7,394.00",945.00,70.00,"1,154.59","6,865.54",3.33,5.95,12.78%,7.41%
68120,Email Campaign,19/06/2023,Inactive,Email,"9,104.00",478.00,53.00,"4,102.26","9,403.92",3.33,2.29,5.25%,11.09%
953661,Category Promotion,16/04/2023,Inactive,App,"9,562.00",682.00,60.00,"1,641.26","5,992.35",3.33,3.65,7.13%,8.80%
137436,Flash Sale,22/03/2023,Premium,Social Media,"8,985.00",810.00,30.00,"1,490.98","2,104.12",3.33,1.41,9.02%,3.70%
910029,Membership Drive,19/03/2023,Premium,SMS,"4,705.00",950.00,35.00,"3,550.33","7,567.43",3.33,2.13,20.19%,3.68%
119508,Referral Program,21/09/2024,All,App,"8,121.00",715.00,71.00,"1,336.94","8,793.59",3.32,6.58,8.80%,9.93%
329029,Membership Drive,12/09/2024,New Users,Social Media,"9,296.00",410.00,97.00,"4,975.13","5,145.89",3.32,1.03,4.41%,23.66%
89611,Referral Program,30/08/2024,New Users,Social Media,"3,326.00",180.00,60.00,"1,621.38","2,629.63",3.32,1.62,5.41%,33.33%
32575,Flash Sale,25/08/2024,Inactive,Social Media,"2,083.00",323.00,26.00,"3,018.50","5,970.93",3.32,1.98,15.51%,8.05%
460602,Email Campaign,09/08/2024,All,SMS,"6,683.00",736.00,69.00,"2,693.65","8,936.06",3.32,3.32,11.01%,9.38%
84366,New User Discount,06/08/2024,New Users,App,"5,984.00",845.00,72.00,"2,315.12","2,505.97",3.32,1.08,14.12%,8.52%
512678,Referral Program,02/08/2024,All,App,"2,223.00",807.00,29.00,"4,597.94","3,086.32",3.32,0.67,36.30%,3.59%
913714,Email Campaign,20/07/2024,Premium,SMS,"3,892.00",530.00,33.00,"4,972.08","9,082.47",3.32,1.83,13.62%,6.23%
522615,Festival Offer,21/05/2024,Inactive,Email,"6,886.00",563.00,25.00,"1,602.69","6,427.92",3.32,4.01,8.18%,4.44%
626312,Email Campaign,28/04/2024,Inactive,Social Media,"3,931.00",691.00,34.00,"3,362.64","4,540.16",3.32,1.35,17.58%,4.92%
458083,Referral Program,19/04/2024,Premium,Social Media,"5,168.00",298.00,13.00,"1,762.77","4,785.67",3.32,2.71,5.77%,4.36%
302555,Email Campaign,12/04/2024,All,SMS,"6,994.00",490.00,75.00,"2,335.24","4,461.11",3.32,1.91,7.01%,15.31%
865385,Membership Drive,09/02/2024,New Users,Social Media,"2,858.00",726.00,74.00,"1,753.74","2,068.88",3.32,1.18,25.40%,10.19%
822436,Festival Offer,15/12/2023,All,Social Media,"4,432.00",384.00,74.00,"3,729.48","2,594.86",3.32,0.70,8.66%,19.27%
782332,New User Discount,10/11/2023,Premium,Email,"6,304.00",563.00,12.00,"4,366.78","5,687.42",3.32,1.30,8.93%,2.13%
463402,Category Promotion,15/10/2023,Premium,SMS,"2,883.00",882.00,98.00,"2,633.79","3,800.86",3.32,1.44,30.59%,11.11%
291690,App Push Notification,06/08/2023,New Users,Email,"9,646.00",230.00,46.00,"4,147.91","3,456.48",3.32,0.83,2.38%,20.00%
694471,Email Campaign,30/07/2023,New Users,Email,"2,988.00",289.00,79.00,"1,232.73","8,910.04",3.32,7.23,9.67%,27.34%
36165,Festival Offer,13/07/2023,All,Social Media,"3,027.00",142.00,71.00,"3,470.92","3,886.22",3.32,1.12,4.69%,50.00%
776639,Weekend Special,20/06/2023,Inactive,Email,"7,037.00",241.00,76.00,"3,665.15","8,866.10",3.32,2.42,3.42%,31.54%
164983,Category Promotion,03/06/2023,New Users,Email,"2,100.00",493.00,51.00,"3,052.21","8,986.16",3.32,2.94,23.48%,10.34%
230235,Email Campaign,07/05/2023,All,SMS,"9,057.00",754.00,85.00,"3,967.16","9,205.80",3.32,2.32,8.33%,11.27%
736483,Category Promotion,19/10/2024,Premium,Email,"8,086.00",938.00,23.00,"4,006.13","8,109.27",3.31,2.02,11.60%,2.45%
808285,Membership Drive,25/07/2024,New Users,Social Media,"1,483.00",654.00,25.00,"1,631.96","4,492.13",3.31,2.75,44.10%,3.82%
289721,Weekend Special,05/05/2024,Inactive,Social Media,"3,153.00",181.00,35.00,"1,781.14","3,313.47",3.31,1.86,5.74%,19.34%
368536,Email Campaign,11/04/2024,New Users,Email,"1,939.00",885.00,71.00,"1,461.25","8,034.35",3.31,5.50,45.64%,8.02%
860333,Email Campaign,06/04/2024,Premium,Social Media,"7,445.00",398.00,24.00,"3,145.00","9,862.35",3.31,3.14,5.35%,6.03%
495308,Festival Offer,20/03/2024,New Users,Email,"3,426.00",637.00,47.00,"3,865.72","7,015.80",3.31,1.81,18.59%,7.38%
829478,Email Campaign,15/03/2024,All,Social Media,"8,535.00",260.00,100.00,"2,000.22","4,218.16",3.31,2.11,3.05%,38.46%
742672,Category Promotion,02/03/2024,All,Email,"2,863.00",566.00,15.00,"4,193.66","2,317.10",3.31,0.55,19.77%,2.65%
78425,Referral Program,25/02/2024,Premium,Email,"8,930.00",994.00,56.00,"4,798.03","4,466.82",3.31,0.93,11.13%,5.63%
951717,Category Promotion,17/01/2024,New Users,App,"2,396.00",725.00,25.00,"3,537.65","8,547.07",3.31,2.42,30.26%,3.45%
352736,Category Promotion,06/01/2024,Inactive,App,"7,538.00",159.00,63.00,"1,135.21","6,872.38",3.31,6.05,2.11%,39.62%
979857,Referral Program,22/12/2023,Inactive,App,"1,151.00",842.00,49.00,"1,355.58","3,543.75",3.31,2.61,73.15%,5.82%
677049,Category Promotion,29/10/2023,Inactive,Social Media,"4,061.00",565.00,77.00,"1,440.12","4,110.61",3.31,2.85,13.91%,13.63%
115392,New User Discount,20/10/2023,All,SMS,"8,560.00",336.00,84.00,"2,454.79","4,823.86",3.31,1.97,3.93%,25.00%
671437,Category Promotion,11/10/2023,All,Social Media,"1,793.00",419.00,26.00,"4,088.59","8,092.38",3.31,1.98,23.37%,6.21%
375463,Referral Program,01/07/2023,New Users,Social Media,"4,489.00",970.00,47.00,"4,054.05","3,823.09",3.31,0.94,21.61%,4.85%
476221,Email Campaign,18/05/2023,New Users,Email,"8,932.00",868.00,95.00,"2,019.80","8,469.72",3.31,4.19,9.72%,10.94%
810994,Membership Drive,02/05/2023,New Users,App,"8,932.00",839.00,20.00,"4,350.29","8,068.04",3.31,1.85,9.39%,2.38%
20834,Festival Offer,11/09/2024,All,App,"4,599.00",595.00,77.00,"3,419.35","5,493.47",3.30,1.61,12.94%,12.94%
33374,Membership Drive,23/05/2024,Premium,App,"3,337.00",552.00,91.00,"3,872.99","5,162.94",3.30,1.33,16.54%,16.49%
660087,Weekend Special,11/05/2024,New Users,Email,"1,655.00",536.00,57.00,"4,948.68","7,736.11",3.30,1.56,32.39%,10.63%
464790,Flash Sale,26/04/2024,All,SMS,"1,293.00",256.00,67.00,"3,884.89","9,946.60",3.30,2.56,19.80%,26.17%
696799,App Push Notification,06/04/2024,Premium,App,"7,898.00",237.00,50.00,"1,219.35","9,493.29",3.30,7.79,3.00%,21.10%
741704,Category Promotion,08/03/2024,New Users,Email,"5,323.00",636.00,69.00,"3,436.98","3,699.66",3.30,1.08,11.95%,10.85%
511881,Membership Drive,17/02/2024,Inactive,Email,"1,579.00",926.00,68.00,"2,181.96","9,241.89",3.30,4.24,58.64%,7.34%
422615,Membership Drive,28/01/2024,All,SMS,"6,429.00",626.00,25.00,"1,819.32","3,636.35",3.30,2.00,9.74%,3.99%
832031,Flash Sale,16/01/2024,Premium,Email,"3,638.00",158.00,14.00,"2,944.18","7,561.40",3.30,2.57,4.34%,8.86%
989367,Weekend Special,31/12/2023,All,Email,"5,322.00",462.00,44.00,"4,288.08","5,955.59",3.30,1.39,8.68%,9.52%
332981,Flash Sale,27/12/2023,Premium,App,"6,525.00",627.00,46.00,"2,183.05","9,898.73",3.30,4.53,9.61%,7.34%
86043,Festival Offer,02/12/2023,Premium,Social Media,"8,250.00",842.00,44.00,"3,962.30","7,371.29",3.30,1.86,10.21%,5.23%
497034,App Push Notification,12/11/2023,Premium,App,"7,618.00",407.00,71.00,"2,548.17","7,706.26",3.30,3.02,5.34%,17.44%
616810,Referral Program,19/10/2023,New Users,Social Media,"6,851.00",419.00,79.00,"2,348.35","6,499.25",3.30,2.77,6.12%,18.85%
340402,Flash Sale,09/10/2023,Inactive,Email,"2,466.00",146.00,14.00,"4,096.32","9,436.53",3.30,2.30,5.92%,9.59%
287650,App Push Notification,21/07/2023,All,Email,"8,076.00",407.00,12.00,"1,658.73","3,805.85",3.30,2.29,5.04%,2.95%
561914,Membership Drive,02/07/2023,All,Social Media,"4,902.00",303.00,49.00,"1,910.70","9,706.94",3.30,5.08,6.18%,16.17%
251406,Flash Sale,01/06/2023,All,Email,"1,800.00",493.00,61.00,"4,331.02","9,421.91",3.30,2.18,27.39%,12.37%
515134,App Push Notification,05/05/2023,Premium,SMS,"1,482.00",165.00,62.00,"3,927.43","9,233.10",3.30,2.35,11.13%,37.58%
840265,App Push Notification,03/05/2023,Inactive,Email,"6,663.00",298.00,15.00,"4,955.72","2,736.37",3.30,0.55,4.47%,5.03%
815677,Flash Sale,25/03/2023,All,Social Media,"1,794.00",579.00,67.00,"1,090.48","8,166.84",3.30,7.49,32.27%,11.57%
390634,App Push Notification,15/10/2024,Premium,Email,"8,930.00",361.00,94.00,"1,510.67","4,795.86",3.29,3.17,4.04%,26.04%
515231,Flash Sale,30/08/2024,Inactive,Social Media,"6,432.00",650.00,24.00,"3,232.09","2,763.84",3.29,0.86,10.11%,3.69%
391939,Referral Program,23/08/2024,Premium,Email,"6,262.00",694.00,32.00,"4,026.13","7,182.83",3.29,1.78,11.08%,4.61%
818942,App Push Notification,28/06/2024,New Users,Email,"1,498.00",220.00,59.00,"4,045.16","3,284.97",3.29,0.81,14.69%,26.82%
901057,Flash Sale,22/06/2024,All,Social Media,"6,447.00",190.00,14.00,"1,781.82","5,566.88",3.29,3.12,2.95%,7.37%
289839,Membership Drive,15/06/2024,Premium,Email,"8,135.00",506.00,24.00,"2,226.15","3,841.39",3.29,1.73,6.22%,4.74%
563343,Email Campaign,02/06/2024,All,Email,"1,949.00",409.00,63.00,"1,500.05","7,895.21",3.29,5.26,20.99%,15.40%
472,Festival Offer,25/05/2024,New Users,Social Media,"4,729.00",128.00,95.00,"1,542.65","4,316.40",3.29,2.80,2.71%,74.22%
125913,Email Campaign,19/04/2024,All,SMS,"3,154.00",485.00,90.00,"1,180.27","5,645.51",3.29,4.78,15.38%,18.56%
800479,New User Discount,25/02/2024,New Users,Social Media,"9,263.00",861.00,71.00,"2,491.66","3,991.03",3.29,1.60,9.30%,8.25%
910671,App Push Notification,19/02/2024,Premium,SMS,"5,605.00",472.00,14.00,"3,707.94","8,691.95",3.29,2.34,8.42%,2.97%
775086,Email Campaign,21/01/2024,Premium,App,"4,183.00",993.00,68.00,"3,528.84","3,913.31",3.29,1.11,23.74%,6.85%
499253,Weekend Special,22/12/2023,Premium,SMS,"8,451.00",781.00,20.00,"1,577.17","4,973.89",3.29,3.15,9.24%,2.56%
655058,Email Campaign,29/10/2023,Premium,Email,"7,788.00",165.00,77.00,"2,914.62","6,447.33",3.29,2.21,2.12%,46.67%
991861,Membership Drive,16/08/2023,All,SMS,"4,694.00",790.00,32.00,"1,185.26","2,972.00",3.29,2.51,16.83%,4.05%
593512,Referral Program,27/05/2023,New Users,Email,"2,125.00",159.00,43.00,"3,290.98","3,615.42",3.29,1.10,7.48%,27.04%
569999,Membership Drive,02/04/2023,Inactive,SMS,"6,647.00",231.00,84.00,"1,138.22","4,570.85",3.29,4.02,3.48%,36.36%
315890,Email Campaign,24/10/2024,New Users,SMS,"7,736.00",953.00,70.00,"2,749.84","5,113.71",3.28,1.86,12.32%,7.35%
884280,Flash Sale,09/08/2024,All,Email,"8,045.00",829.00,92.00,"3,368.75","5,542.24",3.28,1.65,10.30%,11.10%
49798,Festival Offer,19/05/2024,Premium,SMS,"6,100.00",207.00,23.00,"3,806.35","7,093.69",3.28,1.86,3.39%,11.11%
363182,New User Discount,14/05/2024,All,Social Media,"4,898.00",709.00,37.00,"4,894.32","9,670.09",3.28,1.98,14.48%,5.22%
383424,Flash Sale,13/04/2024,Inactive,SMS,"7,504.00",304.00,80.00,"3,046.85","5,965.67",3.28,1.96,4.05%,26.32%
732023,Category Promotion,10/04/2024,Inactive,SMS,"6,010.00",117.00,86.00,"1,060.48","6,281.67",3.28,5.92,1.95%,73.50%
277194,App Push Notification,02/04/2024,Premium,SMS,"3,588.00",877.00,32.00,"4,670.88","8,361.12",3.28,1.79,24.44%,3.65%
481412,Referral Program,31/03/2024,Premium,App,"8,858.00",135.00,12.00,"1,032.94","8,122.27",3.28,7.86,1.52%,8.89%
159637,Email Campaign,12/01/2024,New Users,Social Media,"8,523.00",144.00,15.00,"1,325.84","2,892.64",3.28,2.18,1.69%,10.42%
385691,Weekend Special,21/10/2023,Inactive,SMS,"6,435.00",930.00,91.00,"1,460.35","9,495.89",3.28,6.50,14.45%,9.78%
9930,Flash Sale,18/10/2023,New Users,Email,"4,696.00",519.00,84.00,"1,887.22","2,884.59",3.28,1.53,11.05%,16.18%
784961,Weekend Special,17/08/2023,Inactive,App,"6,324.00",506.00,17.00,"4,352.20","2,991.84",3.28,0.69,8.00%,3.36%
789923,Festival Offer,19/07/2023,New Users,App,"1,568.00",580.00,56.00,"4,400.99","5,908.17",3.28,1.34,36.99%,9.66%
508911,Email Campaign,08/07/2023,New Users,Social Media,"5,516.00",954.00,85.00,"4,614.50","7,033.37",3.28,1.52,17.30%,8.91%
96180,New User Discount,29/06/2023,Inactive,App,"2,819.00",357.00,95.00,"2,540.35","6,163.55",3.28,2.43,12.66%,26.61%
378111,Flash Sale,10/06/2023,Premium,App,"1,473.00",904.00,26.00,"1,558.75","6,339.54",3.28,4.07,61.37%,2.88%
332755,Flash Sale,22/05/2023,Premium,Social Media,"4,619.00",782.00,11.00,"2,313.35","9,280.62",3.28,4.01,16.93%,1.41%
147272,Referral Program,03/05/2023,All,Social Media,"7,768.00",825.00,10.00,"3,910.75","3,783.40",3.28,0.97,10.62%,1.21%
566531,Email Campaign,26/03/2023,All,App,"4,892.00",778.00,11.00,"1,978.81","6,047.43",3.28,3.06,15.90%,1.41%
185728,Flash Sale,05/10/2024,Inactive,SMS,"2,108.00",412.00,45.00,"4,877.23","2,501.90",3.27,0.51,19.54%,10.92%
120536,Referral Program,01/10/2024,Inactive,Email,"8,654.00",642.00,96.00,"2,129.02","5,956.14",3.27,2.80,7.42%,14.95%
695056,App Push Notification,26/06/2024,New Users,Social Media,"6,103.00",748.00,86.00,"2,302.33","7,127.26",3.27,3.10,12.26%,11.50%
709860,Membership Drive,17/06/2024,New Users,App,"4,777.00",165.00,18.00,"1,347.85","3,956.09",3.27,2.94,3.45%,10.91%
531965,Festival Offer,25/02/2024,New Users,SMS,"5,760.00",861.00,14.00,"3,297.56","5,683.89",3.27,1.72,14.95%,1.63%
652574,Festival Offer,06/02/2024,Premium,Social Media,"9,908.00",663.00,57.00,"3,160.43","6,679.25",3.27,2.11,6.69%,8.60%
868519,Email Campaign,22/10/2023,Inactive,App,"2,861.00",209.00,84.00,"2,482.75","2,851.77",3.27,1.15,7.31%,40.19%
197166,Weekend Special,04/08/2023,Inactive,SMS,"1,468.00",856.00,59.00,"1,832.01","5,603.77",3.27,3.06,58.31%,6.89%
513444,Festival Offer,29/06/2023,New Users,Email,"1,725.00",938.00,50.00,"4,294.96","4,817.69",3.27,1.12,54.38%,5.33%
912246,App Push Notification,14/06/2023,New Users,Email,"5,127.00",279.00,21.00,"1,835.65","2,006.13",3.27,1.09,5.44%,7.53%
294518,Referral Program,09/05/2023,All,Email,"9,559.00",589.00,58.00,"4,692.28","9,397.17",3.27,2.00,6.16%,9.85%
255650,Category Promotion,23/03/2023,Inactive,Email,"7,752.00",720.00,88.00,"2,303.66","9,979.12",3.27,4.33,9.29%,12.22%
776669,New User Discount,22/10/2024,Inactive,App,"6,516.00",252.00,34.00,"4,332.69","7,080.93",3.26,1.63,3.87%,13.49%
358462,Flash Sale,16/10/2024,Inactive,App,"4,765.00",411.00,60.00,"2,277.77","6,766.63",3.26,2.97,8.63%,14.60%
569002,Referral Program,16/10/2024,Premium,Social Media,"5,481.00",759.00,55.00,"4,609.27","3,819.50",3.26,0.83,13.85%,7.25%
175779,Category Promotion,03/10/2024,Premium,Social Media,"3,255.00",612.00,10.00,"2,766.51","9,581.99",3.26,3.46,18.80%,1.63%
735206,Festival Offer,30/09/2024,New Users,App,"1,798.00",191.00,91.00,"4,376.28","8,283.13",3.26,1.89,10.62%,47.64%
300089,Flash Sale,03/09/2024,New Users,Email,"4,667.00",911.00,64.00,"4,767.46","9,527.34",3.26,2.00,19.52%,7.03%
917306,Category Promotion,23/08/2024,New Users,App,"6,000.00",247.00,89.00,"1,802.40","3,175.08",3.26,1.76,4.12%,36.03%
280981,Membership Drive,04/08/2024,Inactive,Social Media,"4,014.00",677.00,76.00,"3,735.80","4,863.25",3.26,1.30,16.87%,11.23%
664577,Weekend Special,20/07/2024,New Users,SMS,"8,025.00",874.00,11.00,"3,169.96","5,378.85",3.26,1.70,10.89%,1.26%
680731,Festival Offer,22/05/2024,New Users,App,"2,465.00",379.00,16.00,"3,727.22","9,602.36",3.26,2.58,15.38%,4.22%
746538,Membership Drive,16/03/2024,Inactive,Email,"7,185.00",822.00,13.00,"2,230.63","6,235.43",3.26,2.80,11.44%,1.58%
407771,Referral Program,22/02/2024,Premium,Email,"4,251.00",109.00,28.00,"2,742.10","8,839.95",3.26,3.22,2.56%,25.69%
933370,Flash Sale,11/02/2024,Inactive,SMS,"2,057.00",156.00,63.00,"4,657.35","5,467.69",3.26,1.17,7.58%,40.38%
781860,Festival Offer,12/01/2024,Inactive,SMS,"7,724.00",806.00,27.00,"2,636.78","5,763.29",3.26,2.19,10.44%,3.35%
401819,Email Campaign,12/12/2023,Inactive,App,"5,466.00",693.00,10.00,"4,586.37","5,353.07",3.26,1.17,12.68%,1.44%
5227,Weekend Special,23/11/2023,Inactive,SMS,"4,757.00",412.00,85.00,"2,514.68","3,103.23",3.26,1.23,8.66%,20.63%
229401,Email Campaign,02/11/2023,All,SMS,"3,632.00",709.00,51.00,"2,978.36","4,481.77",3.26,1.50,19.52%,7.19%
195795,Festival Offer,19/10/2023,Premium,Social Media,"5,867.00",539.00,82.00,"4,182.96","5,668.93",3.26,1.36,9.19%,15.21%
500089,Category Promotion,12/10/2023,New Users,App,"5,967.00",319.00,36.00,"3,899.78","2,058.72",3.26,0.53,5.35%,11.29%
387493,Flash Sale,14/09/2023,Premium,SMS,"4,738.00",191.00,65.00,"4,865.93","6,502.28",3.26,1.34,4.03%,34.03%
623840,Weekend Special,23/07/2023,Inactive,SMS,"1,651.00",807.00,16.00,"3,030.36","4,383.37",3.26,1.45,48.88%,1.98%
837766,Referral Program,10/06/2023,Inactive,Social Media,"7,616.00",147.00,95.00,"4,275.82","2,986.11",3.26,0.70,1.93%,64.63%
126509,Referral Program,31/05/2023,Inactive,SMS,"8,961.00",407.00,55.00,"1,928.66","7,535.75",3.26,3.91,4.54%,13.51%
